trafo_id,name,std_type,hv_bus,lv_bus,sn_mva,vn_hv_kv,vn_lv_kv,vk_percent,vkr_percent,pfe_kw,i0_percent,shift_degree,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_step_degree,tap_pos,parallel,df,in_service,tap_changer_type,voltage_level_hv_kv,voltage_level_lv_kv
54,,,78,80,9900.0,275.0,275.0,215.5508518981,3.465,0.0,0.0,0.0,hv,0.0,,,4.65,,1.0,1,1.0,True,Ratio,275.0,275.0
55,,,81,82,9900.0,400.0,400.0,200.3889370824,2.277,0.0,0.0,0.0,hv,0.0,,,2.18,,1.0,1,1.0,True,Ratio,400.0,400.0
56,,,81,83,9900.0,400.0,400.0,203.2608874944,2.376,0.0,0.0,0.0,hv,0.0,,,2.12,,1.0,1,1.0,True,Ratio,400.0,400.0
57,,,81,84,9900.0,400.0,400.0,195.536052599,2.079,0.0,0.0,0.0,hv,0.0,,,2.34,,1.0,1,1.0,True,Ratio,400.0,400.0
58,,,81,85,9900.0,400.0,400.0,193.0611942908,2.079,0.0,0.0,0.0,hv,0.0,,,2.31,,1.0,1,1.0,True,Ratio,400.0,400.0
59,,,86,87,9900.0,400.0,400.0,211.1782317688,2.178,0.0,0.0,0.0,hv,0.0,,,1.01,,1.0,1,1.0,True,Ratio,400.0,400.0
60,,,86,88,9900.0,400.0,400.0,203.5567357397,2.277,0.0,0.0,0.0,hv,0.0,,,0.93,,1.0,1,1.0,True,Ratio,400.0,400.0
61,,,89,90,9900.0,400.0,400.0,270.8667861699,7.425,0.0,0.0,0.0,hv,0.0,,,7.25,,1.0,1,1.0,True,Ratio,400.0,400.0
62,,,89,91,9900.0,400.0,400.0,277.7890252584,7.227,0.0,0.0,0.0,hv,0.0,,,7.45,,1.0,1,1.0,True,Ratio,400.0,400.0
63,,,92,93,9900.0,400.0,400.0,519.8796266926,5.643,0.0,0.0,0.0,hv,0.0,,,5.9,,1.0,1,1.0,True,Ratio,400.0,400.0
64,,,94,95,9900.0,400.0,400.0,519.2856617258,5.643,0.0,0.0,0.0,hv,0.0,,,0.78,,1.0,1,1.0,True,Ratio,400.0,400.0
65,,,94,96,9900.0,400.0,400.0,518.9886792725,5.643,0.0,0.0,0.0,hv,0.0,,,0.78,,1.0,1,1.0,True,Ratio,400.0,400.0
66,,,97,98,9900.0,400.0,400.0,709.7255935768,16.533,0.0,0.0,0.0,hv,0.0,,,0.91,,1.0,1,1.0,True,Ratio,400.0,400.0
67,,,97,99,9900.0,400.0,400.0,645.2748992399,10.89,0.0,0.0,0.0,hv,0.0,,,1.55,,1.0,1,1.0,True,Ratio,400.0,400.0
68,,,97,100,9900.0,400.0,400.0,704.1831098585,16.533,0.0,0.0,0.0,hv,0.0,,,0.91,,1.0,1,1.0,True,Ratio,400.0,400.0
69,,,97,101,9900.0,400.0,400.0,704.1831098585,16.533,0.0,0.0,0.0,hv,0.0,,,0.91,,1.0,1,1.0,True,Ratio,400.0,400.0
70,,,97,102,9900.0,400.0,400.0,627.8848958288,12.573,0.0,0.0,0.0,hv,0.0,,,1.12,,1.0,1,1.0,True,Ratio,400.0,400.0
71,,,97,103,9900.0,400.0,400.0,627.8848958288,12.573,0.0,0.0,0.0,hv,0.0,,,1.12,,1.0,1,1.0,True,Ratio,400.0,400.0
72,,,97,104,9900.0,400.0,400.0,690.2209853344,16.236,0.0,0.0,0.0,hv,0.0,,,0.93,,1.0,1,1.0,True,Ratio,400.0,400.0
73,,,97,105,9900.0,400.0,400.0,690.2209853344,16.236,0.0,0.0,0.0,hv,0.0,,,0.93,,1.0,1,1.0,True,Ratio,400.0,400.0
74,,,97,106,9900.0,400.0,400.0,690.2209853344,16.236,0.0,0.0,0.0,hv,0.0,,,0.93,,1.0,1,1.0,True,Ratio,400.0,400.0
75,,,97,107,9900.0,400.0,400.0,476.8281224393,11.682,0.0,0.0,0.0,hv,0.0,,,1.04,,1.0,1,1.0,True,Ratio,400.0,400.0
76,,,108,109,9900.0,400.0,400.0,280.9927657574,4.158,0.0,0.0,0.0,hv,0.0,,,1.86,,1.0,1,1.0,True,Ratio,400.0,400.0
77,,,108,110,9900.0,400.0,400.0,280.3973803462,4.059,0.0,0.0,0.0,hv,0.0,,,1.9,,1.0,1,1.0,True,Ratio,400.0,400.0
78,,,111,112,9900.0,400.0,400.0,266.538908126,4.059,0.0,0.0,0.0,hv,0.0,,,1.81,,1.0,1,1.0,True,Ratio,400.0,400.0
79,,,111,113,9900.0,400.0,400.0,283.3670724079,4.059,0.0,0.0,0.0,hv,0.0,,,1.9,,1.0,1,1.0,True,Ratio,400.0,400.0
80,,,114,115,9900.0,400.0,400.0,620.8471863067,4.752,0.0,0.0,0.0,hv,0.0,,,6.17,,1.0,1,1.0,True,Ratio,400.0,400.0
81,,,114,116,9900.0,400.0,400.0,616.4905596503,4.653,0.0,0.0,0.0,hv,0.0,,,6.13,,1.0,1,1.0,True,Ratio,400.0,400.0
82,,,114,117,9900.0,400.0,400.0,492.4375040876,3.366,0.0,0.0,0.0,hv,0.0,,,6.58,,1.0,1,1.0,True,Ratio,400.0,400.0
83,,,118,119,9900.0,400.0,400.0,194.1681778176,3.366,0.0,0.0,0.0,hv,0.0,,,0.41,,1.0,1,1.0,True,Ratio,400.0,400.0
84,,,118,120,9900.0,400.0,400.0,192.7841415522,3.465,0.0,0.0,0.0,hv,0.0,,,0.37,,1.0,1,1.0,True,Ratio,400.0,400.0
85,,,118,121,9900.0,400.0,400.0,193.4770300087,3.465,0.0,0.0,0.0,hv,0.0,,,4.64,,1.0,1,1.0,True,Ratio,400.0,400.0
86,,,122,123,9900.0,400.0,400.0,541.7503071065,73.953,0.0,0.0,0.0,hv,0.0,,,1.12,,1.0,1,1.0,True,Ratio,400.0,400.0
87,,,122,124,9900.0,400.0,400.0,540.3908720112,74.052,0.0,0.0,0.0,hv,0.0,,,1.13,,1.0,1,1.0,True,Ratio,400.0,400.0
88,,,122,125,9900.0,400.0,400.0,544.858154209,74.448,0.0,0.0,0.0,hv,0.0,,,1.12,,1.0,1,1.0,True,Ratio,400.0,400.0
89,,,126,127,9900.0,400.0,400.0,267.1343620128,4.158,0.0,0.0,0.0,hv,0.0,,,5.74,,1.0,1,1.0,True,Ratio,400.0,400.0
90,,,126,128,9900.0,400.0,400.0,194.1481122288,1.881,0.0,0.0,0.0,hv,0.0,,,3.94,,1.0,1,1.0,True,Ratio,400.0,400.0
91,,,129,130,9900.0,400.0,400.0,194.4450983106,1.881,0.0,0.0,0.0,hv,0.0,,,3.3,,1.0,1,1.0,True,Ratio,400.0,400.0
92,,,129,131,9900.0,400.0,400.0,243.2071969988,5.544,0.0,0.0,0.0,hv,0.0,,,4.57,,1.0,1,1.0,True,Ratio,400.0,400.0
93,,,132,133,9900.0,400.0,400.0,246.6674154018,8.811,0.0,0.0,0.0,hv,0.0,,,4.75,,1.0,1,1.0,True,Ratio,400.0,400.0
94,,,132,134,9900.0,400.0,400.0,243.0067882385,8.811,0.0,0.0,0.0,hv,0.0,,,4.69,,1.0,1,1.0,True,Ratio,400.0,400.0
95,,,135,136,9900.0,400.0,400.0,703.094410509,16.533,0.0,0.0,0.0,hv,0.0,,,3.49,,1.0,1,1.0,True,Ratio,400.0,400.0
96,,,135,137,9900.0,400.0,400.0,632.7349306218,12.573,0.0,0.0,0.0,hv,0.0,,,4.3,,1.0,1,1.0,True,Ratio,400.0,400.0
97,,,135,138,9900.0,400.0,400.0,706.9543487454,16.533,0.0,0.0,0.0,hv,0.0,,,3.5,,1.0,1,1.0,True,Ratio,400.0,400.0
98,,,135,139,9900.0,400.0,400.0,437.9844699678,9.702,0.0,0.0,0.0,hv,0.0,,,3.9,,1.0,1,1.0,True,Ratio,400.0,400.0
99,,,140,141,9900.0,400.0,400.0,194.3492044054,2.178,0.0,0.0,0.0,hv,0.0,,,4.62,,1.0,1,1.0,True,Ratio,400.0,400.0
100,,,140,142,9900.0,400.0,400.0,194.8441734002,2.178,0.0,0.0,0.0,hv,0.0,,,4.63,,1.0,1,1.0,True,Ratio,400.0,400.0
101,,,143,144,9900.0,275.0,275.0,1024.6447438996,13.86,0.0,0.0,0.0,hv,0.0,,,1.33,,1.0,1,1.0,True,Ratio,275.0,275.0
102,,,143,145,9900.0,275.0,275.0,1030.1729411167,12.672,0.0,0.0,0.0,hv,0.0,,,1.63,,1.0,1,1.0,True,Ratio,275.0,275.0
103,,,143,146,9900.0,275.0,275.0,1030.1729411167,12.672,0.0,0.0,0.0,hv,0.0,,,1.63,,1.0,1,1.0,True,Ratio,275.0,275.0
104,,,143,147,9900.0,275.0,275.0,1036.1199293426,13.266,0.0,0.0,0.0,hv,0.0,,,1.46,,1.0,1,1.0,True,Ratio,275.0,275.0
105,,,148,149,9900.0,275.0,275.0,1024.6356042467,13.167,0.0,0.0,0.0,hv,0.0,,,1.5,,1.0,1,1.0,True,Ratio,275.0,275.0
106,,,148,150,9900.0,275.0,275.0,1036.1277048825,13.86,0.0,0.0,0.0,hv,0.0,,,1.31,,1.0,1,1.0,True,Ratio,275.0,275.0
107,,,148,151,9900.0,275.0,275.0,1024.6356042467,13.167,0.0,0.0,0.0,hv,0.0,,,1.5,,1.0,1,1.0,True,Ratio,275.0,275.0
108,,,148,152,9900.0,275.0,275.0,1030.1791489416,13.167,0.0,0.0,0.0,hv,0.0,,,1.49,,1.0,1,1.0,True,Ratio,275.0,275.0
109,,,143,153,9900.0,275.0,275.0,438.1179985677,6.138,0.0,0.0,0.0,hv,0.0,,,2.87,,1.0,1,1.0,True,Ratio,275.0,275.0
110,,,148,154,9900.0,275.0,275.0,443.0648194395,5.94,0.0,0.0,0.0,hv,0.0,,,3.01,,1.0,1,1.0,True,Ratio,275.0,275.0
111,,,143,155,9900.0,275.0,275.0,4764.4087082236,124.146,0.0,0.0,0.0,hv,0.0,,,4.19,,1.0,1,1.0,True,Ratio,275.0,275.0
112,,,156,157,9900.0,275.0,275.0,435.0298030584,19.107,0.0,0.0,0.0,hv,0.0,,,5.9,,1.0,1,1.0,True,Ratio,275.0,275.0
113,,,156,158,9900.0,275.0,275.0,431.8390099713,18.513,0.0,0.0,0.0,hv,0.0,,,1.44,,1.0,1,1.0,True,Ratio,275.0,275.0
114,,,159,160,9900.0,275.0,275.0,422.1638718519,4.851,0.0,0.0,0.0,hv,0.0,,,3.83,,1.0,1,1.0,True,Ratio,275.0,275.0
115,,,159,161,9900.0,275.0,275.0,432.5572050885,19.107,0.0,0.0,0.0,hv,0.0,,,1.01,,1.0,1,1.0,True,Ratio,275.0,275.0
116,,,162,163,9900.0,400.0,400.0,266.7049342963,7.227,0.0,0.0,0.0,hv,0.0,,,3.94,,1.0,1,1.0,True,Ratio,400.0,400.0
117,,,162,164,9900.0,400.0,400.0,268.6896112506,7.425,0.0,0.0,0.0,hv,0.0,,,3.86,,1.0,1,1.0,True,Ratio,400.0,400.0
118,,,162,165,9900.0,400.0,400.0,269.8691516439,7.128,0.0,0.0,0.0,hv,0.0,,,4.03,,1.0,1,1.0,True,Ratio,400.0,400.0
119,,,162,166,9900.0,400.0,400.0,268.6842125954,7.227,0.0,0.0,0.0,hv,0.0,,,3.96,,1.0,1,1.0,True,Ratio,400.0,400.0
120,,,167,168,9900.0,400.0,400.0,474.8001295714,9.504,0.0,0.0,0.0,hv,0.0,,,0.58,,-1.0,1,1.0,True,Ratio,400.0,400.0
121,,,167,169,9900.0,400.0,400.0,486.4817893591,9.603,0.0,0.0,0.0,hv,0.0,,,0.61,,-1.0,1,1.0,True,Ratio,400.0,400.0
122,,,167,170,9900.0,400.0,400.0,470.4371769588,9.108,0.0,0.0,0.0,hv,0.0,,,0.55,,-1.0,1,1.0,True,Ratio,400.0,400.0
123,,,167,171,9900.0,400.0,400.0,457.3183029816,5.841,0.0,0.0,0.0,hv,0.0,,,0.26,,-1.0,1,1.0,True,Ratio,400.0,400.0
124,,,172,173,9900.0,400.0,400.0,371.4759152623,4.554,0.0,0.0,0.0,hv,0.0,,,4.69,,1.0,1,1.0,True,Ratio,400.0,400.0
125,,,172,174,9900.0,400.0,400.0,371.9708781141,4.554,0.0,0.0,0.0,hv,0.0,,,4.7,,1.0,1,1.0,True,Ratio,400.0,400.0
126,,,172,175,9900.0,400.0,400.0,373.6537525464,4.554,0.0,0.0,0.0,hv,0.0,,,4.71,,1.0,1,1.0,True,Ratio,400.0,400.0
127,,,172,176,9900.0,400.0,400.0,372.9608041135,4.554,0.0,0.0,0.0,hv,0.0,,,4.71,,1.0,1,1.0,True,Ratio,400.0,400.0
128,,,25,177,9900.0,400.0,400.0,475.9691540898,8.514,0.0,0.0,0.0,hv,0.0,,,2.68,,1.0,1,1.0,True,Ratio,400.0,400.0
129,,,25,178,9900.0,400.0,400.0,475.9691540898,8.514,0.0,0.0,0.0,hv,0.0,,,2.68,,1.0,1,1.0,True,Ratio,400.0,400.0
130,,,25,179,9900.0,400.0,400.0,448.0398539795,7.623,0.0,0.0,0.0,hv,0.0,,,2.92,,1.0,1,1.0,True,Ratio,400.0,400.0
131,,,180,181,9900.0,400.0,400.0,358.728641328,10.395,0.0,0.0,0.0,hv,0.0,,,3.9,,1.0,1,1.0,True,Ratio,400.0,400.0
132,,,182,183,9900.0,400.0,400.0,658.7727282675,12.87,0.0,0.0,0.0,hv,0.0,,,1.33,,1.0,1,1.0,True,Ratio,400.0,400.0
133,,,182,184,9900.0,400.0,400.0,660.8513327338,12.87,0.0,0.0,0.0,hv,0.0,,,1.33,,1.0,1,1.0,True,Ratio,400.0,400.0
134,,,182,185,9900.0,400.0,400.0,657.1739983087,12.078,0.0,0.0,0.0,hv,0.0,,,1.45,,1.0,1,1.0,True,Ratio,400.0,400.0
135,,,182,186,9900.0,400.0,400.0,460.9889156596,6.435,0.0,0.0,0.0,hv,0.0,,,2.53,,1.0,1,1.0,True,Ratio,400.0,400.0
136,,,22,187,9900.0,400.0,400.0,475.9691540898,8.514,0.0,0.0,0.0,hv,0.0,,,3.45,,1.0,1,1.0,True,Ratio,400.0,400.0
137,,,22,188,9900.0,400.0,400.0,475.9691540898,8.514,0.0,0.0,0.0,hv,0.0,,,3.7,,1.0,1,1.0,True,Ratio,400.0,400.0
138,,,22,189,9900.0,400.0,400.0,448.0398539795,7.623,0.0,0.0,0.0,hv,0.0,,,4.0,,1.0,1,1.0,True,Ratio,400.0,400.0
139,,,182,190,9900.0,400.0,400.0,655.6092525773,13.068,0.0,0.0,0.0,hv,0.0,,,1.24,,1.0,1,1.0,True,Ratio,400.0,400.0
140,,,182,191,9900.0,400.0,400.0,657.6878408394,13.068,0.0,0.0,0.0,hv,0.0,,,1.24,,1.0,1,1.0,True,Ratio,400.0,400.0
141,,,182,192,9900.0,400.0,400.0,655.9003435104,12.771,0.0,0.0,0.0,hv,0.0,,,1.36,,1.0,1,1.0,True,Ratio,400.0,400.0
142,,,193,194,9900.0,400.0,400.0,433.3900465608,7.623,0.0,0.0,0.0,hv,0.0,,,3.46,,1.0,1,1.0,True,Ratio,400.0,400.0
143,,,193,195,9900.0,400.0,400.0,433.3900465608,7.623,0.0,0.0,0.0,hv,0.0,,,3.46,,1.0,1,1.0,True,Ratio,400.0,400.0
144,,,193,196,9900.0,400.0,400.0,433.3900465608,7.623,0.0,0.0,0.0,hv,0.0,,,3.46,,1.0,1,1.0,True,Ratio,400.0,400.0
145,,,197,198,9900.0,400.0,400.0,437.3206977185,5.742,0.0,0.0,0.0,hv,0.0,,,5.03,,1.0,1,1.0,True,Ratio,400.0,400.0
146,,,197,199,9900.0,400.0,400.0,437.3206977185,5.742,0.0,0.0,0.0,hv,0.0,,,5.03,,1.0,1,1.0,True,Ratio,400.0,400.0
147,,,197,200,9900.0,400.0,400.0,437.3206977185,5.742,0.0,0.0,0.0,hv,0.0,,,5.48,,1.0,1,1.0,True,Ratio,400.0,400.0
148,,,201,202,9900.0,400.0,400.0,455.4005272823,0.693,0.0,0.0,0.0,hv,0.0,,,3.99,,1.0,1,1.0,True,Ratio,400.0,400.0
149,,,201,203,9900.0,400.0,400.0,455.4005272823,0.693,0.0,0.0,0.0,hv,0.0,,,3.99,,1.0,1,1.0,True,Ratio,400.0,400.0
150,,,201,204,9900.0,400.0,400.0,455.4005272823,0.693,0.0,0.0,0.0,hv,0.0,,,3.99,,1.0,1,1.0,True,Ratio,400.0,400.0
151,,,201,205,9900.0,400.0,400.0,322.4809928492,4.95,0.0,0.0,0.0,hv,0.0,,,0.19,,1.0,1,1.0,True,Ratio,400.0,400.0
152,,,206,207,9900.0,275.0,275.0,344.2244236381,0.99,0.0,0.0,0.0,hv,0.0,,,3.53,,1.0,1,1.0,True,Ratio,275.0,275.0
153,,,206,208,9900.0,275.0,275.0,4157.2925152749,200.475,0.0,0.0,0.0,hv,0.0,,,1.18,,-1.0,1,1.0,True,Ratio,275.0,275.0
154,,,209,210,9900.0,400.0,400.0,470.7284684794,8.811,0.0,0.0,0.0,hv,0.0,,,0.99,,1.0,1,1.0,True,Ratio,400.0,400.0
155,,,209,211,9900.0,400.0,400.0,470.7284684794,8.811,0.0,0.0,0.0,hv,0.0,,,0.99,,1.0,1,1.0,True,Ratio,400.0,400.0
156,,,209,212,9900.0,400.0,400.0,347.1889208486,8.118,0.0,0.0,0.0,hv,0.0,,,1.03,,1.0,1,1.0,True,Ratio,400.0,400.0
157,,,213,214,9900.0,400.0,400.0,432.088445946,6.732,0.0,0.0,0.0,hv,0.0,,,1.35,,1.0,1,1.0,True,Ratio,400.0,400.0
158,,,213,215,9900.0,400.0,400.0,432.088445946,6.732,0.0,0.0,0.0,hv,0.0,,,1.35,,1.0,1,1.0,True,Ratio,400.0,400.0
159,,,213,216,9900.0,400.0,400.0,432.088445946,6.732,0.0,0.0,0.0,hv,0.0,,,1.35,,1.0,1,1.0,True,Ratio,400.0,400.0
160,,,217,218,9900.0,400.0,400.0,400.7112289043,6.831,0.0,0.0,0.0,hv,0.0,,,3.05,,1.0,1,1.0,True,Ratio,400.0,400.0
161,,,217,219,9900.0,400.0,400.0,400.7112289043,6.831,0.0,0.0,0.0,hv,0.0,,,3.05,,1.0,1,1.0,True,Ratio,400.0,400.0
162,,,217,220,9900.0,400.0,400.0,400.7112289043,6.831,0.0,0.0,0.0,hv,0.0,,,3.05,,1.0,1,1.0,True,Ratio,400.0,400.0
163,,,13,221,9900.0,400.0,400.0,267.3143729469,2.772,0.0,0.0,0.0,hv,0.0,,,2.91,,1.0,1,1.0,True,Ratio,400.0,400.0
