line_id,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,geo,vn_from_kv,vn_to_kv,voltage_level_kv
67,,,316,182,1.0,0.192,3.232,155.1760695146,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
68,,,39,319,1.0,0.384,5.888,298.813405655,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
69,,,324,322,1.0,1.68,25.968,5344.6219327047,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
70,,,324,319,1.0,1.68,25.968,5344.6219327047,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
71,,,325,326,1.0,0.848,12.128,590.2658951921,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
72,,,325,314,1.0,0.64,9.904,499.5475776297,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
73,,,35,326,1.0,0.224,3.584,181.4366351248,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
74,,,46,327,1.0,0.208,3.248,165.1232534578,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
75,,,35,49,1.0,0.208,3.12,607.1761078956,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
76,,,321,328,1.0,1.664,24.176,1057.9824842034,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
77,,,328,319,1.0,0.288,4.48,227.3926249425,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
78,,,239,97,1.0,0.048,0.832,32.427819655,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
79,,,35,322,1.0,0.384,5.888,298.813405655,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
80,,,329,322,1.0,0.288,4.48,227.3926249425,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
81,,,239,330,1.0,0.688,10.688,479.4542660643,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
82,,,321,329,1.0,1.664,24.176,1057.9824842034,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
83,,,49,331,1.0,0.768,11.84,601.0088538508,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
84,,,46,314,1.0,0.48,7.472,507.7042684631,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
85,,,318,330,1.0,0.416,7.808,409.227147425,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
86,,,315,330,1.0,0.144,2.112,107.2306429082,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
87,,,318,332,1.0,0.416,7.808,409.227147425,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
88,,,317,332,1.0,0.144,2.112,107.2306429082,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
89,,,332,97,1.0,0.64,9.872,446.2306716939,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
90,,,39,314,1.0,0.432,5.808,738.6778796253,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
91,,,333,331,1.0,0.432,4.016,146.6214913234,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
92,,,326,334,1.0,0.304,3.184,521.6303259837,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
93,,,46,335,1.0,0.176,2.8,141.6478993518,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
94,,,335,282,1.0,1.584,24.048,1141.5388293266,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
95,,,49,336,1.0,2.192,25.424,1321.5828586993,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
96,,,337,282,1.0,1.12,16.8,777.272953325,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
97,,,209,162,1.0,1.216,22.848,1170.7835501198,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
98,,,315,162,1.0,0.48,7.504,381.1760887051,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
99,,,338,339,1.0,3.248,30.512,1060.7676957075,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
100,,,334,162,1.0,0.48,7.504,380.9771450262,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
101,,,340,162,1.0,0.416,4.464,272.353896366,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
102,,,341,126,1.0,1.808,19.36,909.769443449,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
103,,,342,162,1.0,3.696,40.272,1671.7237335015,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
104,,,13,343,1.0,0.784,8.32,340.5915782167,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
105,,,344,345,1.0,1.104,12.192,512.0810293982,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
106,,,346,345,1.0,1.232,13.248,542.1215249068,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
107,,,126,347,1.0,0.56,6.352,262.2077687439,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
108,,,344,126,1.0,0.64,9.84,499.7465213086,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
109,,,344,129,1.0,0.64,9.824,498.7518029142,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
110,,,344,348,1.0,1.104,12.144,510.4894799673,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
111,,,346,348,1.0,1.232,13.216,540.7289191547,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
112,,,129,349,1.0,1.2,12.88,527.3996926708,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
113,,,129,347,1.0,0.576,6.56,339.7958035012,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
114,,,13,350,1.0,0.656,7.744,340.5915782167,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
115,,,342,350,1.0,2.848,30.464,1247.3768664827,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
116,,,342,351,1.0,1.104,11.84,484.427858036,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
117,,,342,352,1.0,1.104,11.888,486.8151821823,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
118,,,13,353,1.0,2.32,35.936,1824.114591512,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
119,,,13,353,1.0,2.32,35.936,1824.114591512,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
120,,,346,354,1.0,0.24,3.792,192.1795937835,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
121,,,13,355,1.0,0.88,9.936,424.3468670188,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
122,,,13,356,1.0,0.88,9.936,424.3468670188,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
123,,,209,357,1.0,0.432,7.904,393.112709437,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
124,,,358,359,1.0,1.136,13.504,559.429624968,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
125,,,360,132,1.0,0.576,6.192,253.4542468738,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
126,,,89,132,1.0,1.808,18.16,725.1497094624,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
127,,,89,361,1.0,0.832,7.6,289.6619964272,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
128,,,89,362,1.0,0.896,8.48,328.6549574848,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
129,,,360,363,1.0,0.816,8.8,360.0880587454,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
130,,,360,364,1.0,1.52,14.8,740.2694290562,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
131,,,365,363,1.0,1.2,12.896,527.7975800285,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
132,,,365,89,1.0,1.84,19.744,808.308167228,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
133,,,359,347,1.0,0.48,5.056,207.2993133772,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
134,,,358,360,1.0,1.136,13.52,560.2253996835,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
135,,,359,129,1.0,0.848,9.664,415.5933451487,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
136,,,363,347,1.0,1.936,23.936,1579.2149228293,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
137,,,89,366,1.0,1.552,18.416,762.9490084468,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
138,,,358,287,1.0,1.344,15.84,1543.6040043125,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
139,,,358,296,1.0,0.784,9.328,386.5475680344,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
140,,,365,367,1.0,1.872,20.032,820.045844281,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
141,,,365,368,1.0,2.208,23.536,960.6990252385,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
142,,,369,370,1.0,1.184,13.984,579.1250491756,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
143,,,89,370,1.0,0.368,4.448,183.8239592711,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
144,,,353,371,1.0,0.624,9.696,492.1866615117,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
145,,,372,373,1.0,0.592,11.2,587.8785710457,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
146,,,373,371,1.0,0.464,7.136,361.8785518552,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
147,,,373,352,1.0,0.768,11.92,604.9877274281,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
148,,,351,371,1.0,0.304,4.832,245.0986123615,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
149,,,374,351,1.0,1.168,10.72,408.2324290307,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
150,,,375,376,1.0,0.24,2.816,4859.9951309899,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
151,,,377,352,1.0,1.168,10.688,407.0387669575,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
152,,,378,379,1.0,0.56,6.048,247.286992829,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
153,,,380,381,1.0,0.144,1.248,3416.2608534675,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
154,,,382,380,1.0,0.0,0.016,53.7147932935,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
155,,,382,380,1.0,0.0,0.016,53.7147932935,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
156,,,382,383,1.0,0.144,1.232,3362.546060174,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
157,,,384,385,1.0,0.688,6.24,237.5387525647,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
158,,,373,135,1.0,0.4,6.208,315.5246746797,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
159,,,135,386,1.0,0.096,1.408,71.2218370336,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
160,,,373,387,1.0,0.4,6.096,309.5563643137,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
161,,,387,388,1.0,0.096,1.488,75.9964853264,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
162,,,389,352,1.0,0.256,3.92,199.3415662226,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
163,,,354,351,1.0,0.256,3.92,199.3415662226,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
164,,,353,114,1.0,0.032,0.512,986.5617034909,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
165,,,373,140,1.0,1.904,29.664,1505.4068179705,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
166,,,390,391,1.0,0.816,12.768,648.3574494206,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
167,,,390,392,1.0,0.56,8.816,447.4243337671,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
168,,,391,393,1.0,2.112,19.808,727.33808993,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
169,,,391,140,1.0,0.736,11.328,574.7482882406,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
170,,,394,392,1.0,0.56,8.816,447.4243337671,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
171,,,394,373,1.0,1.12,17.424,884.5035962332,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
172,,,393,140,1.0,2.832,31.168,1329.3416621751,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
173,,,391,140,1.0,0.736,11.328,574.7482882406,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
174,,,372,357,1.0,0.704,13.424,704.0616795028,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
175,,,393,357,1.0,2.704,25.456,884.9014835909,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
176,,,393,357,1.0,2.704,25.456,884.9014835909,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
177,,,197,357,1.0,0.128,1.184,44.9612714235,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
178,,,372,373,1.0,0.592,11.152,584.8944158627,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
179,,,372,357,1.0,0.72,13.504,708.6373841167,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
180,,,380,376,1.0,0.096,0.896,2464.7132374569,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
181,,,380,376,1.0,0.096,0.896,2426.5160511148,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
182,,,353,371,1.0,0.624,9.696,492.1866615117,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
183,,,395,396,1.0,0.272,2.96,115.9841647782,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
184,,,395,396,1.0,0.272,2.976,211.6760743122,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
185,,,357,162,1.0,1.456,27.312,1422.0494165261,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
186,,,392,397,1.0,0.576,6.096,249.4753732965,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
187,,,217,392,1.0,0.368,4.048,165.5211408156,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
188,,,217,398,1.0,0.336,3.616,147.6162097177,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
189,,,378,346,1.0,0.992,10.64,435.2887693563,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
190,,,384,346,1.0,1.2,10.976,418.179612974,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
191,,,395,399,1.0,0.656,7.008,285.2852354922,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
192,,,395,399,1.0,0.656,6.944,282.8979113458,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
193,,,400,401,1.0,1.04,11.424,457.1725740315,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
194,,,400,402,1.0,1.04,11.376,454.1884188485,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
195,,,213,111,1.0,0.016,0.16,336.6127046394,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
196,,,399,403,1.0,0.144,1.68,76.593316363,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
197,,,111,399,1.0,0.448,6.384,315.7236183585,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
198,,,108,403,1.0,0.304,4.704,239.1303019956,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
199,,,43,404,1.0,0.608,11.376,596.4331492369,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
200,,,43,404,1.0,0.608,11.44,599.6162480987,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
201,,,405,404,1.0,0.88,13.648,693.1197771652,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
202,,,405,404,1.0,0.88,13.648,693.1197771652,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
203,,,406,407,1.0,0.784,8.192,449.6127142346,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
204,,,406,407,1.0,0.784,8.192,511.8820857193,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
205,,,43,407,1.0,0.688,7.376,597.6268113101,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
206,,,43,407,1.0,0.688,7.376,597.6268113101,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
207,,,406,400,1.0,0.72,8.048,357.5017909202,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
208,,,73,400,1.0,0.16,2.224,1281.1972918898,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
209,,,73,400,1.0,0.144,2.16,1278.4120803856,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
210,,,406,408,1.0,0.336,3.856,171.2905075027,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
211,,,408,400,1.0,0.368,4.192,186.2112834175,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
212,,,73,122,1.0,0.08,0.784,28.6478897565,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
213,,,118,401,1.0,0.272,2.512,94.8961348185,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
214,,,118,402,1.0,0.272,2.512,95.2940221763,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
215,,,401,409,1.0,0.912,8.32,316.1215057163,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
216,,,402,409,1.0,0.912,8.304,315.9225620374,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
217,,,410,409,1.0,0.16,1.44,3943.4616024594,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
218,,,73,108,1.0,0.208,3.12,512.4789167559,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
219,,,73,398,1.0,0.496,7.536,1161.4331972131,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
220,,,111,397,1.0,0.288,4.496,942.197263104,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
221,,,405,411,1.0,1.12,17.248,875.3521870054,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
